id,knowledge before,knowledge after,final ts exploration,final ts,before final ts exploration,beforefinal ts,age,gender,experience,NFC_1,NFC_2,NFC_3,NFC_4,CRT_1,CRT_2,CRT_3,CRT_4,CRT_5,CRT_6,CRT_7,Relevance shirts sold,Relevance material price,Relevance shirts in stock,Relevance worker satisfaction,Relevance production outage,Relevance customer interest,Relevance material in stock,Relevance machine damage,Relevance workers 50,Relevance workers 100,Relevance salary,Relevance shirts price,Relevance stores,Relevance material orders,Relevance machines 50,Relevance machines 100,Relevance repair,Relevance workers social cost,Relevance advertisements,Relevance location,ts performance,causalmap difficulty,strategies,considered sell everything,hidden variables
lqarbu3k-a41cwmkx7nq,"[[""Hemden verkauft"", ""+"", ""Kontostand""], [""Hemden verkauft"", ""+"", ""Unternehmenswert""], [""Reparatur & Service"", ""—"", ""Kontostand""], [""Hemdenpreis"", ""—"", ""Kundeninteresse""], [""Reparatur & Service"", ""+"", ""Hemdenpreis""], [""Lohn"", ""+"", ""Arbeitszufriedenheit""], [""Maschinenschäden"", ""+"", ""Reparatur & Service""], [""Werbeausgaben"", ""+"", ""Hemdenpreis""], [""Werbeausgaben"", ""+"", ""Kundeninteresse""], [""Produktionsausfall"", ""+"", ""Hemdenpreis""], [""Produktionsausfall"", ""—"", ""Hemden auf Lager""], [""Hemden auf Lager"", ""+"", ""Hemden verkauft""], [""Sozialkosten pro Arb."", ""+"", ""Arbeitszufriedenheit""], [""Sozialkosten pro Arb."", ""—"", ""Lohn""], [""Verkaufsstellen"", ""+"", ""Hemden verkauft""], [""Arbeiter 50"", ""+"", ""50er Maschinen""], [""Arbeiter 100"", ""+"", ""100er Maschinen""], [""100er Maschinen"", ""+"", ""Hemden auf Lager""], [""50er Maschinen"", ""+"", ""Hemden auf Lager""], [""Rohmaterial Bestellung "", ""+"", ""Rohmaterial auf Lager""], [""Preis Rohmaterial"", ""+"", ""Rohmaterial Bestellung ""], [""Rohmaterial auf Lager"", ""+"", ""Hemden auf Lager""], [""Geschäftsstandort"", ""+"", ""Verkaufsstellen""], [""Produktionsausfall"", ""—"", ""Unternehmenswert""]]","[[""Hemden verkauft"", ""+"", ""Kontostand""], [""Rohmaterial auf Lager"", ""+"", ""Hemden auf Lager""], [""Hemden auf Lager"", ""+"", ""Hemden verkauft""], [""Lohn"", ""+"", ""Arbeitszufriedenheit""], [""Geschäftsstandort"", ""+"", ""Kundeninteresse""], [""Hemden verkauft"", ""+"", ""Unternehmenswert""], [""Kundeninteresse"", ""+"", ""Unternehmenswert""], [""Hemdenpreis"", ""+"", ""Kundeninteresse""], [""Hemdenpreis"", ""+"", ""Hemden verkauft""], [""Rohmaterial Bestellung "", ""+"", ""Rohmaterial auf Lager""], [""Preis Rohmaterial"", ""—"", ""Rohmaterial Bestellung ""], [""Arbeiter 50"", ""+"", ""50er Maschinen""], [""Arbeiter 100"", ""+"", ""100er Maschinen""], [""Sozialkosten pro Arb."", ""+"", ""Arbeitszufriedenheit""], [""Sozialkosten pro Arb."", ""+"", ""Hemdenpreis""], [""Lohn"", ""+"", ""Hemdenpreis""], [""Sozialkosten pro Arb."", ""—"", ""Lohn""], [""Verkaufsstellen"", ""+"", ""Kundeninteresse""], [""Produktionsausfall"", ""—"", ""Hemden auf Lager""], [""Werbeausgaben"", ""+"", ""Hemdenpreis""], [""Werbeausgaben"", ""+"", ""Unternehmenswert""], [""Maschinenschäden"", ""+"", ""Produktionsausfall""], [""Reparatur & Service"", ""—"", ""Maschinenschäden""]]","{""Workers50"": 11, ""Workers100"": 2, ""WorkerSalary"": 1080, ""ShirtPrice"": 56, ""SalesOutlets"": 2, ""MaterialOrder"": 700, ""Machines50"": 11, ""Machines100"": 2, ""MachineService"": 3400, ""WorkerBenefits"": 70, ""Advertising"": 2800, ""BusinessLocation"": 2, ""MachineCapacity"": 40, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 187, ""ShirtSales"": 397, ""ShirtStock"": 406, ""BankAccount"": 62819, ""CustomerInterest"": 943, ""MaterialPrice"": 7, ""MachineDamage"": 20, ""Turn"": 7, ""CompanyValue"": 211260}","{""Workers50"": 14, ""Workers100"": 0, ""WorkerSalary"": 980, ""ShirtPrice"": 70, ""SalesOutlets"": 6, ""MaterialOrder"": 100, ""Machines50"": 14, ""Machines100"": 0, ""MachineService"": 4300, ""WorkerBenefits"": 60, ""Advertising"": 3800, ""BusinessLocation"": 2, ""MachineCapacity"": 48, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 271, ""ShirtSales"": 444, ""ShirtStock"": 1678, ""BankAccount"": 44973, ""CustomerInterest"": 1583, ""MaterialPrice"": 6, ""MachineDamage"": 4, ""Turn"": 13, ""CompanyValue"": 266862}","{""Workers50"": 11, ""Workers100"": 2, ""WorkerSalary"": 1080, ""ShirtPrice"": 56, ""SalesOutlets"": 1, ""MaterialOrder"": 700, ""Machines50"": 11, ""Machines100"": 2, ""MachineService"": 3000, ""WorkerBenefits"": 70, ""Advertising"": 2800, ""BusinessLocation"": 2, ""MachineCapacity"": 40, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 94, ""ShirtSales"": 410, ""ShirtStock"": 196, ""BankAccount"": 78309, ""CustomerInterest"": 767, ""MaterialPrice"": 5, ""MachineDamage"": 20, ""Turn"": 6, ""CompanyValue"": 211583}","{""Workers50"": 14, ""Workers100"": 0, ""WorkerSalary"": 980, ""ShirtPrice"": 70, ""SalesOutlets"": 6, ""MaterialOrder"": 650, ""Machines50"": 14, ""Machines100"": 0, ""MachineService"": 4300, ""WorkerBenefits"": 60, ""Advertising"": 4100, ""BusinessLocation"": 2, ""MachineCapacity"": 48, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 769, ""ShirtSales"": 414, ""ShirtStock"": 1524, ""BankAccount"": 43852, ""CustomerInterest"": 1690, ""MaterialPrice"": 5, ""MachineDamage"": 4, ""Turn"": 12, ""CompanyValue"": 264250}",24.0,Weiblich,False,4,3,3,2,0.05,5,24,4.5,29,20,Geld verloren,5,4,4,2,3,4,5,4,4,2,3,4,4,3,4,2,3,2,4,4,3,2,"[{""strategy"": ""Lager füllen für Verkaufsmöglichkeit""}, {""strategy"": ""mehr Läden mehr Verkauf (bessere Lage)""}, {""strategy"": ""mehr einkaufen, wenn Rohstoffpreis niedrig ist""}, {""strategy"": ""mehr Werbung für mehr Kundeninteresse""}]",False,True
lqccx4mt-3q21b4h2bir,"[[""Lohn"", ""+"", ""Arbeitszufriedenheit""], [""Werbeausgaben"", ""+"", ""Kundeninteresse""], [""Sozialkosten pro Arb."", ""+"", ""Arbeitszufriedenheit""], [""Lohn"", ""—"", ""Kontostand""], [""Sozialkosten pro Arb."", ""—"", ""Kontostand""], [""Hemden verkauft"", ""+"", ""Kontostand""], [""Maschinenschäden"", ""+"", ""Reparatur & Service""], [""Reparatur & Service"", ""+"", ""Produktionsausfall""], [""50er Maschinen"", ""+"", ""Hemden auf Lager""], [""100er Maschinen"", ""+"", ""Hemden auf Lager""], [""Kundeninteresse"", ""+"", ""Unternehmenswert""], [""Hemdenpreis"", ""—"", ""Hemden verkauft""], [""Verkaufsstellen"", ""+"", ""Werbeausgaben""], [""50er Maschinen"", ""+"", ""Maschinenschäden""], [""100er Maschinen"", ""+"", ""Maschinenschäden""], [""100er Maschinen"", ""+"", ""Arbeiter 100""], [""50er Maschinen"", ""+"", ""Arbeiter 50""], [""Arbeiter 100"", ""+"", ""Lohn""], [""Arbeiter 50"", ""+"", ""Lohn""], [""Preis Rohmaterial"", ""+"", ""Hemdenpreis""], [""Verkaufsstellen"", ""+"", ""Hemdenpreis""], [""Werbeausgaben"", ""+"", ""Hemdenpreis""], [""Kundeninteresse"", ""+"", ""Hemden verkauft""], [""Arbeitszufriedenheit"", ""—"", ""Maschinenschäden""], [""Arbeitszufriedenheit"", ""+"", ""Arbeiter 100""], [""Arbeitszufriedenheit"", ""+"", ""Arbeiter 50""], [""Produktionsausfall"", ""—"", ""Hemden auf Lager""], [""Preis Rohmaterial"", ""—"", ""Kontostand""], [""Preis Rohmaterial"", ""—"", ""Rohmaterial Bestellung ""], [""Rohmaterial Bestellung "", ""+"", ""Rohmaterial auf Lager""], [""Kontostand"", ""+"", ""Rohmaterial Bestellung ""]]","[[""Maschinenschäden"", ""+"", ""Produktionsausfall""], [""Produktionsausfall"", ""—"", ""Hemden auf Lager""], [""Geschäftsstandort"", ""+"", ""Kundeninteresse""], [""100er Maschinen"", ""+"", ""Unternehmenswert""], [""50er Maschinen"", ""+"", ""Unternehmenswert""], [""Werbeausgaben"", ""+"", ""Kundeninteresse""], [""Hemdenpreis"", ""—"", ""Kundeninteresse""], [""Hemden verkauft"", ""+"", ""Kontostand""], [""Sozialkosten pro Arb."", ""—"", ""Kontostand""], [""Sozialkosten pro Arb."", ""+"", ""Arbeitszufriedenheit""], [""Lohn"", ""+"", ""Arbeitszufriedenheit""], [""Lohn"", ""—"", ""Kontostand""], [""Verkaufsstellen"", ""+"", ""Kundeninteresse""], [""Verkaufsstellen"", ""—"", ""Kontostand""], [""Geschäftsstandort"", ""—"", ""Kontostand""], [""Werbeausgaben"", ""—"", ""Kontostand""], [""Hemdenpreis"", ""—"", ""Hemden verkauft""], [""Produktionsausfall"", ""—"", ""Rohmaterial auf Lager""], [""Produktionsausfall"", ""+"", ""Reparatur & Service""], [""Preis Rohmaterial"", ""—"", ""Rohmaterial Bestellung ""], [""Hemden auf Lager"", ""+"", ""Unternehmenswert""], [""Kontostand"", ""+"", ""Unternehmenswert""], [""Kundeninteresse"", ""+"", ""Hemden verkauft""], [""Arbeitszufriedenheit"", ""+"", ""Arbeiter 50""], [""Arbeitszufriedenheit"", ""+"", ""Arbeiter 100""], [""Reparatur & Service"", ""—"", ""Kontostand""], [""Rohmaterial Bestellung "", ""—"", ""Kontostand""], [""100er Maschinen"", ""+"", ""Maschinenschäden""], [""50er Maschinen"", ""+"", ""Maschinenschäden""], [""Hemden auf Lager"", ""—"", ""Rohmaterial Bestellung ""], [""Rohmaterial auf Lager"", ""—"", ""Rohmaterial Bestellung ""]]","{""Workers50"": 8, ""Workers100"": 2, ""WorkerSalary"": 1080, ""ShirtPrice"": 60, ""SalesOutlets"": 2, ""MaterialOrder"": 700, ""Machines50"": 8, ""Machines100"": 2, ""MachineService"": 2000, ""WorkerBenefits"": 50, ""Advertising"": 3000, ""BusinessLocation"": 2, ""MachineCapacity"": 38, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 700, ""ShirtSales"": 401, ""ShirtStock"": 1007, ""BankAccount"": 112122, ""CustomerInterest"": 991, ""MaterialPrice"": 7, ""MachineDamage"": 24, ""Turn"": 7, ""CompanyValue"": 242497}","{""Workers50"": 8, ""Workers100"": 3, ""WorkerSalary"": 1080, ""ShirtPrice"": 50, ""SalesOutlets"": 5, ""MaterialOrder"": 300, ""Machines50"": 8, ""Machines100"": 3, ""MachineService"": 1000, ""WorkerBenefits"": 50, ""Advertising"": 3200, ""BusinessLocation"": 2, ""MachineCapacity"": 27, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 26, ""ShirtSales"": 600, ""ShirtStock"": 0, ""BankAccount"": 92679, ""CustomerInterest"": 1319, ""MaterialPrice"": 6, ""MachineDamage"": 44, ""Turn"": 13, ""CompanyValue"": 211119}","{""Workers50"": 10, ""Workers100"": 2, ""WorkerSalary"": 1080, ""ShirtPrice"": 60, ""SalesOutlets"": 2, ""MaterialOrder"": 700, ""Machines50"": 10, ""Machines100"": 2, ""MachineService"": 2000, ""WorkerBenefits"": 50, ""Advertising"": 3000, ""BusinessLocation"": 2, ""MachineCapacity"": 38, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 444, ""ShirtSales"": 413, ""ShirtStock"": 963, ""BankAccount"": 99664, ""CustomerInterest"": 935, ""MaterialPrice"": 5, ""MachineDamage"": 22, ""Turn"": 6, ""CompanyValue"": 244821}","{""Workers50"": 8, ""Workers100"": 3, ""WorkerSalary"": 1080, ""ShirtPrice"": 50, ""SalesOutlets"": 5, ""MaterialOrder"": 300, ""Machines50"": 8, ""Machines100"": 3, ""MachineService"": 1500, ""WorkerBenefits"": 60, ""Advertising"": 3200, ""BusinessLocation"": 2, ""MachineCapacity"": 28, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 94, ""ShirtSales"": 653, ""ShirtStock"": 232, ""BankAccount"": 85380, ""CustomerInterest"": 1354, ""MaterialPrice"": 5, ""MachineDamage"": 42, ""Turn"": 12, ""CompanyValue"": 213788}",27.0,Männlich,True,2,4,1,1,0.05,5,47,4,29,20,Geld verloren,5,2,4,2,2,3,4,3,2,2,4,4,5,5,4,4,4,2,4,3,4,3,"[{""strategy"": ""Produktion hoch""}, {""strategy"": ""Werbung / Standort hoch""}, {""strategy"": ""Arbeitsbedingungen gleichhalten""}]",True,True
lqdrbgj1-a87dvg57o8g,"[[""Hemden verkauft"", ""+"", ""Kontostand""], [""Preis Rohmaterial"", ""+"", ""Kontostand""], [""Rohmaterial auf Lager"", ""—"", ""Preis Rohmaterial""], [""Hemdenpreis"", ""—"", ""Hemden verkauft""], [""Lohn"", ""+"", ""Hemdenpreis""], [""Reparatur & Service"", ""—"", ""Produktionsausfall""], [""Werbeausgaben"", ""+"", ""Hemdenpreis""], [""Sozialkosten pro Arb."", ""+"", ""Lohn""], [""Arbeitszufriedenheit"", ""—"", ""Produktionsausfall""], [""Maschinenschäden"", ""+"", ""Produktionsausfall""], [""Reparatur & Service"", ""—"", ""Maschinenschäden""], [""Unternehmenswert"", ""+"", ""Kontostand""], [""Kundeninteresse"", ""+"", ""Geschäftsstandort""], [""Kundeninteresse"", ""+"", ""Verkaufsstellen""], [""Hemden auf Lager"", ""+"", ""Hemden verkauft""], [""50er Maschinen"", ""+"", ""Arbeiter 50""], [""100er Maschinen"", ""+"", ""Arbeiter 100""], [""Produktionsausfall"", ""+"", ""Hemdenpreis""], [""Geschäftsstandort"", ""+"", ""Hemden verkauft""], [""Rohmaterial Bestellung "", ""—"", ""Preis Rohmaterial""], [""Rohmaterial Bestellung "", ""+"", ""Rohmaterial auf Lager""], [""Lohn"", ""+"", ""Arbeitszufriedenheit""], [""Kundeninteresse"", ""+"", ""Werbeausgaben""], [""Hemden auf Lager"", ""—"", ""Rohmaterial Bestellung ""], [""Kontostand"", ""—"", ""Lohn""], [""Arbeitszufriedenheit"", ""+"", ""Reparatur & Service""], [""Arbeiter 100"", ""+"", ""Lohn""], [""Arbeiter 50"", ""+"", ""Lohn""], [""Maschinenschäden"", ""+"", ""100er Maschinen""], [""50er Maschinen"", ""+"", ""Maschinenschäden""], [""Produktionsausfall"", ""+"", ""Hemden auf Lager""], [""Kundeninteresse"", ""+"", ""Hemdenpreis""]]","[[""Sozialkosten pro Arb."", ""+"", ""Lohn""], [""Produktionsausfall"", ""—"", ""Reparatur & Service""], [""Maschinenschäden"", ""—"", ""Produktionsausfall""], [""Rohmaterial auf Lager"", ""+"", ""Preis Rohmaterial""], [""Rohmaterial Bestellung "", ""+"", ""Rohmaterial auf Lager""], [""Kontostand"", ""+"", ""Unternehmenswert""], [""Hemdenpreis"", ""+"", ""Hemden auf Lager""], [""Kundeninteresse"", ""+"", ""Hemden verkauft""], [""Kundeninteresse"", ""—"", ""Hemdenpreis""], [""Werbeausgaben"", ""+"", ""Kundeninteresse""], [""Geschäftsstandort"", ""+"", ""Kundeninteresse""], [""Verkaufsstellen"", ""+"", ""Hemden verkauft""], [""Werbeausgaben"", ""+"", ""Hemdenpreis""], [""Hemden auf Lager"", ""—"", ""Unternehmenswert""], [""Rohmaterial auf Lager"", ""—"", ""Unternehmenswert""], [""Hemden verkauft"", ""+"", ""Kontostand""], [""Sozialkosten pro Arb."", ""+"", ""Arbeitszufriedenheit""], [""Lohn"", ""+"", ""Arbeitszufriedenheit""], [""Arbeitszufriedenheit"", ""+"", ""Produktionsausfall""], [""50er Maschinen"", ""—"", ""Unternehmenswert""], [""100er Maschinen"", ""+"", ""Unternehmenswert""], [""Produktionsausfall"", ""—"", ""Kontostand""]]","{""Workers50"": 10, ""Workers100"": 1, ""WorkerSalary"": 1180, ""ShirtPrice"": 58, ""SalesOutlets"": 3, ""MaterialOrder"": 500, ""Machines50"": 10, ""Machines100"": 1, ""MachineService"": 1500, ""WorkerBenefits"": 60, ""Advertising"": 4000, ""BusinessLocation"": 2, ""MachineCapacity"": 36, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 141, ""ShirtSales"": 491, ""ShirtStock"": 62, ""BankAccount"": 121655, ""CustomerInterest"": 1351, ""MaterialPrice"": 7, ""MachineDamage"": 26, ""Turn"": 7, ""CompanyValue"": 236556}","{""Workers50"": 0, ""Workers100"": 6, ""WorkerSalary"": 1180, ""ShirtPrice"": 58, ""SalesOutlets"": 4, ""MaterialOrder"": 100, ""Machines50"": 0, ""Machines100"": 6, ""MachineService"": 1500, ""WorkerBenefits"": 100, ""Advertising"": 5500, ""BusinessLocation"": 2, ""MachineCapacity"": 44, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 0, ""ShirtSales"": 596, ""ShirtStock"": 86, ""BankAccount"": 233366, ""CustomerInterest"": 1511, ""MaterialPrice"": 6, ""MachineDamage"": 12, ""Turn"": 13, ""CompanyValue"": 375117}","{""Workers50"": 10, ""Workers100"": 1, ""WorkerSalary"": 1180, ""ShirtPrice"": 60, ""SalesOutlets"": 2, ""MaterialOrder"": 400, ""Machines50"": 10, ""Machines100"": 1, ""MachineService"": 2000, ""WorkerBenefits"": 60, ""Advertising"": 4000, ""BusinessLocation"": 2, ""MachineCapacity"": 37, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 105, ""ShirtSales"": 403, ""ShirtStock"": 89, ""BankAccount"": 128114, ""CustomerInterest"": 1175, ""MaterialPrice"": 5, ""MachineDamage"": 24, ""Turn"": 6, ""CompanyValue"": 238407}","{""Workers50"": 0, ""Workers100"": 6, ""WorkerSalary"": 1180, ""ShirtPrice"": 60, ""SalesOutlets"": 4, ""MaterialOrder"": 1000, ""Machines50"": 0, ""Machines100"": 6, ""MachineService"": 1500, ""WorkerBenefits"": 100, ""Advertising"": 5300, ""BusinessLocation"": 2, ""MachineCapacity"": 44, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 489, ""ShirtSales"": 555, ""ShirtStock"": 93, ""BankAccount"": 217743, ""CustomerInterest"": 1546, ""MaterialPrice"": 5, ""MachineDamage"": 12, ""Turn"": 12, ""CompanyValue"": 361024}",35.0,Männlich,False,1,3,4,2,5,5,47,4,29,9020,Geld verloren,5,5,2,2,2,4,5,2,2,4,2,3,4,5,2,5,2,3,3,3,4,4,"[{""strategy"": ""zuerst einmalig Geld ausgeben und im Anschluss auf Kapazitäten greifen zu können""}, {""strategy"": ""Bewusst einkaufen und bei günstigen Preis Lagerbestand halten""}, {""strategy"": ""sofort 100er Maschinen nutzen, da sie einen MA weniger benötigen (spart min 13K über 12 Monate)""}, {""strategy"": ""Bedarfsorientiert Mitarbeitende einsetzen und damit Kapa steuern""}]",True,False
lqdujfgi-nz0p8bufxzs,"[[""Kontostand"", ""—"", ""Sozialkosten pro Arb.""], [""Kontostand"", ""—"", ""Lohn""], [""Kontostand"", ""—"", ""Werbeausgaben""], [""Hemden verkauft"", ""+"", ""Kontostand""], [""Lohn"", ""+"", ""Arbeiter 50""], [""Lohn"", ""+"", ""Arbeiter 100""], [""Arbeiter 50"", ""+"", ""Arbeitszufriedenheit""], [""Arbeiter 100"", ""+"", ""Arbeitszufriedenheit""], [""Sozialkosten pro Arb."", ""+"", ""Arbeiter 50""], [""Kontostand"", ""—"", ""Preis Rohmaterial""], [""Preis Rohmaterial"", ""+"", ""Rohmaterial Bestellung ""], [""Preis Rohmaterial"", ""+"", ""Hemdenpreis""], [""Kontostand"", ""—"", ""Reparatur & Service""], [""Maschinenschäden"", ""—"", ""100er Maschinen""], [""Maschinenschäden"", ""—"", ""50er Maschinen""], [""Produktionsausfall"", ""—"", ""Kontostand""], [""Produktionsausfall"", ""—"", ""Hemden verkauft""], [""Produktionsausfall"", ""—"", ""Kundeninteresse""], [""Produktionsausfall"", ""—"", ""Unternehmenswert""], [""Kontostand"", ""—"", ""50er Maschinen""], [""Kontostand"", ""—"", ""100er Maschinen""], [""Rohmaterial auf Lager"", ""—"", ""Rohmaterial Bestellung ""], [""Rohmaterial auf Lager"", ""+"", ""Hemden auf Lager""], [""Hemden auf Lager"", ""+"", ""Hemdenpreis""], [""Hemden auf Lager"", ""+"", ""Hemden verkauft""], [""Werbeausgaben"", ""+"", ""Kundeninteresse""], [""Kundeninteresse"", ""+"", ""Hemden verkauft""], [""Geschäftsstandort"", ""+"", ""Kundeninteresse""], [""Verkaufsstellen"", ""+"", ""Kundeninteresse""], [""Kontostand"", ""—"", ""Verkaufsstellen""], [""Kundeninteresse"", ""+"", ""Unternehmenswert""], [""Arbeitszufriedenheit"", ""+"", ""Reparatur & Service""], [""Maschinenschäden"", ""—"", ""Reparatur & Service""], [""Maschinenschäden"", ""—"", ""Produktionsausfall""]]","[[""Lohn"", ""+"", ""Arbeiter 100""], [""Lohn"", ""+"", ""Arbeiter 50""], [""Arbeiter 50"", ""+"", ""Arbeitszufriedenheit""], [""Arbeiter 100"", ""+"", ""Arbeitszufriedenheit""], [""Arbeiter 50"", ""+"", ""50er Maschinen""], [""Arbeiter 100"", ""+"", ""100er Maschinen""], [""Kontostand"", ""—"", ""Lohn""], [""Maschinenschäden"", ""+"", ""Produktionsausfall""], [""50er Maschinen"", ""—"", ""Maschinenschäden""], [""100er Maschinen"", ""—"", ""Maschinenschäden""], [""Produktionsausfall"", ""—"", ""Unternehmenswert""], [""Kontostand"", ""—"", ""Sozialkosten pro Arb.""], [""Sozialkosten pro Arb."", ""+"", ""Arbeiter 50""], [""Sozialkosten pro Arb."", ""+"", ""Arbeiter 100""], [""Kontostand"", ""—"", ""Reparatur & Service""], [""Reparatur & Service"", ""—"", ""Maschinenschäden""], [""Reparatur & Service"", ""+"", ""50er Maschinen""], [""Reparatur & Service"", ""+"", ""100er Maschinen""], [""Kontostand"", ""—"", ""Preis Rohmaterial""], [""Kontostand"", ""—"", ""Verkaufsstellen""], [""Kontostand"", ""—"", ""Geschäftsstandort""], [""Kontostand"", ""—"", ""Werbeausgaben""], [""Preis Rohmaterial"", ""+"", ""Rohmaterial Bestellung ""], [""Rohmaterial auf Lager"", ""—"", ""Rohmaterial Bestellung ""], [""Hemden auf Lager"", ""+"", ""Hemdenpreis""], [""Preis Rohmaterial"", ""+"", ""Hemdenpreis""], [""Preis Rohmaterial"", ""+"", ""Rohmaterial auf Lager""], [""Rohmaterial auf Lager"", ""+"", ""Hemden auf Lager""], [""Werbeausgaben"", ""+"", ""Kundeninteresse""], [""Geschäftsstandort"", ""+"", ""Kundeninteresse""], [""Verkaufsstellen"", ""+"", ""Kundeninteresse""], [""Kundeninteresse"", ""+"", ""Hemden verkauft""], [""Hemdenpreis"", ""+"", ""Hemden verkauft""], [""Hemden verkauft"", ""+"", ""Unternehmenswert""], [""50er Maschinen"", ""+"", ""Unternehmenswert""], [""100er Maschinen"", ""+"", ""Unternehmenswert""], [""Reparatur & Service"", ""+"", ""Unternehmenswert""], [""Arbeitszufriedenheit"", ""+"", ""Arbeiter 50""], [""Lohn"", ""+"", ""Unternehmenswert""], [""Sozialkosten pro Arb."", ""+"", ""Unternehmenswert""], [""Werbeausgaben"", ""+"", ""Unternehmenswert""], [""Geschäftsstandort"", ""+"", ""Unternehmenswert""], [""Verkaufsstellen"", ""+"", ""Unternehmenswert""], [""Unternehmenswert"", ""+"", ""Kontostand""]]","{""Workers50"": 10, ""Workers100"": 5, ""WorkerSalary"": 1280, ""ShirtPrice"": 60, ""SalesOutlets"": 3, ""MaterialOrder"": 500, ""Machines50"": 11, ""Machines100"": 5, ""MachineService"": 2000, ""WorkerBenefits"": 60, ""Advertising"": 3100, ""BusinessLocation"": 2, ""MachineCapacity"": 35, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 5, ""ShirtSales"": 439, ""ShirtStock"": 1521, ""BankAccount"": -6913, ""CustomerInterest"": 1135, ""MaterialPrice"": 7, ""MachineDamage"": 28, ""Turn"": 7, ""CompanyValue"": 196417}","{""Workers50"": 5, ""Workers100"": 5, ""WorkerSalary"": 1180, ""ShirtPrice"": 62, ""SalesOutlets"": 3, ""MaterialOrder"": 0, ""Machines50"": 5, ""Machines100"": 5, ""MachineService"": 1800, ""WorkerBenefits"": 60, ""Advertising"": 3200, ""BusinessLocation"": 1, ""MachineCapacity"": 31, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 1, ""MaterialStock"": 0, ""ShirtSales"": 400, ""ShirtStock"": 2407, ""BankAccount"": 5215, ""CustomerInterest"": 985, ""MaterialPrice"": 6, ""MachineDamage"": 38, ""Turn"": 13, ""CompanyValue"": 172340}","{""Workers50"": 10, ""Workers100"": 5, ""WorkerSalary"": 1280, ""ShirtPrice"": 60, ""SalesOutlets"": 3, ""MaterialOrder"": 1000, ""Machines50"": 11, ""Machines100"": 5, ""MachineService"": 2000, ""WorkerBenefits"": 60, ""Advertising"": 3100, ""BusinessLocation"": 2, ""MachineCapacity"": 36, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 0, ""MaterialStock"": 298, ""ShirtSales"": 451, ""ShirtStock"": 1167, ""BankAccount"": -741, ""CustomerInterest"": 1079, ""MaterialPrice"": 5, ""MachineDamage"": 24, ""Turn"": 6, ""CompanyValue"": 203951}","{""Workers50"": 5, ""Workers100"": 5, ""WorkerSalary"": 1180, ""ShirtPrice"": 62, ""SalesOutlets"": 3, ""MaterialOrder"": 0, ""Machines50"": 5, ""Machines100"": 5, ""MachineService"": 1600, ""WorkerBenefits"": 60, ""Advertising"": 3200, ""BusinessLocation"": 1, ""MachineCapacity"": 31, ""WorkerSatisfaction"": 1, ""ProductionIdle"": 1, ""MaterialStock"": 0, ""ShirtSales"": 391, ""ShirtStock"": 2807, ""BankAccount"": 3131, ""CustomerInterest"": 1020, ""MaterialPrice"": 5, ""MachineDamage"": 38, ""Turn"": 12, ""CompanyValue"": 177524}",29.0,Weiblich,False,3,2,2,1,10,20,47,3,15,20,Geld verloren,5,3,4,2,4,5,4,3,4,4,3,5,5,4,4,4,4,2,4,4,2,4,"[{""strategy"": ""geschaut wie viele Hemden im Lager waren und wie viel Rohmaterial""}, {""strategy"": ""Werbung gemacht""}, {""strategy"": ""z.T. 2 Monate gewartet bis Änderungen sich eingespielt haben --> Preiserhöhungen sind im ersten Monat negativ aber im 2. Monat in Ordnung""}, {""strategy"": ""Geschaut, dass die Maschinen repariert werden""}]",True,False
